SEC_ID|NCT_ID|SECONDARY_ID
22984|NCT00068926|03-I-0285
22985|NCT00068952|A5921009
22986|NCT00068978|5 R01 AI47062-03
22987|NCT00068991|1U19-AI51915-01
22988|NCT00068991|CIPRA CH 002
22989|NCT00069004|10108
22990|NCT00069004|PACTG P1045
22991|NCT00069030|5K08AI051223-03
22992|NCT00069030|10120
22993|NCT00069056|03-EI-0291
22994|NCT00069069|03-N-0293
22995|NCT00069134|R01DK056689
22996|NCT00069160|03-C-0284
22997|NCT00069160|030284
22998|NCT00069186|Orphan Drug:01-1527
22999|NCT00060125|CALGB-500104
23000|NCT00060125|CDR0000299508
23001|NCT00060125|U10CA031946
23002|NCT00060138|CDR0000299530
23003|NCT00060138|CBI-1102
23004|NCT00060138|CBI-CAL-03
23005|NCT00060151|CASE-CWRU-100231
23006|NCT00060151|GSK-VEG10003
23007|NCT00060151|GSK-RM2002/00345/02
22714|NCT00090779|AIEDRP AIN503
22715|NCT00090779|ACTG A5217
22716|NCT00090818|04-D-0267
22717|NCT00090831|04-M-0270
22718|NCT00090844|P30CA076292
22719|NCT00082498|5-K24-AI051966-03
22720|NCT00082524|Formerly-0404CCAI
22721|NCT00082524|MK0991-043
23042|NCT00331305|R01MH049679
23043|NCT00331305|DSIR GT-GS
23044|NCT00331318|06-N-0171
23045|NCT00349726|UL1RR024139
23046|NCT00349726|UL1RR025744
23047|NCT00349726|UL1RR024979
23048|NCT00349739|AL-3789
23049|NCT00349752|2006-003870-88
23050|NCT00349778|97115
23051|NCT00349778|BMT183
23052|NCT00349830|77923
23053|NCT00349869|F31AT003362-01A1
23054|NCT00349869|R21NS048593
23055|NCT00349869|NCCAM NRSA #IF31AT0
23056|NCT00349921|P01NS041386
23057|NCT00349934|Umanis-CRO0425
23058|NCT00349947|5P50HL083800
23059|NCT00349947|P50 HL083800-01
23060|NCT00349999|5U01AI058935-14
23827|NCT00060528|03-C-0176
23828|NCT00060541|03-N-0164
23829|NCT00060580|03-EI-0156
23830|NCT00060593|03-N-0183
23831|NCT00060606|U01HD41666
23832|NCT00060606|U01HD41667
23833|NCT00060606|U01HD41669
23834|NCT00060632|AP23573-02-101
23835|NCT00060645|AP23573-02-102
23836|NCT00060658|03-N-0178
23837|NCT00060736|03-M-0175
23838|NCT00060749|03-EI-0179
23839|NCT00060762|R01MH063863
23840|NCT00060762|DSIR 83-ATAS
23841|NCT00331630|NU 05B2
22754|NCT00330122|2006/0017 (DGS)
22755|NCT00330161|NCI-2012-03067
22756|NCT00330161|UMCC 2005.127
22757|NCT00330161|6862
22758|NCT00330161|N01CM62206
22759|NCT00293254|2005_097
22760|NCT00293267|2005_096
22761|NCT00293280|P30CA006973
22762|NCT00293280|JHOC-J0336
22763|NCT00293280|WIRB-20031229
22764|NCT00293280|WCCC-CO-00501
22765|NCT00293293|UMN-WCC-30
23499|NCT00080847|U10CA032102
23500|NCT00080847|CDR0000356049
23501|NCT00080860|04-C-0114
23502|NCT00080860|CDR0000356050
23503|NCT00080873|CDR0000356179
23504|NCT00080873|COG-ACCL0331
23505|NCT00080886|CDR0000357306
23506|NCT00080899|PHII-47
23507|NCT00080899|N01CM62209
23508|NCT00080899|CDR0000357312
23509|NCT00080912|CAN-NCIC-SC20
23510|NCT00080912|RTOG-0433
23511|NCT00080912|TROG-03.08
23512|NCT00080912|CDR0000357423
23513|NCT00080925|04-C-0116
23514|NCT00080925|CDR0000357432
23515|NCT00080938|U10CA021115
23516|NCT00080938|E1F03
23517|NCT00080951|NCCTG-N0341
23518|NCT00080977|CMC-10-01-01AH
23519|NCT00080990|NCI-2009-00055
23520|NCT00290550|2006_008
23521|NCT00308854|EudraCT Number 2005-003555-13
23714|NCT00331513|CDR0000472062
23715|NCT00331513|2005-0031
23716|NCT00331513|6892
23717|NCT00331513|U01CA062461
23008|NCT00060151|CWRU-GLAX-1Y02
23009|NCT00060151|CWRU-1Y02
23330|NCT00070525|ACNS0226
23331|NCT00070525|U10CA098543
23332|NCT00070538|CDR0000334879
23333|NCT00070538|MDA-2003-0326
23334|NCT00070551|0304
23335|NCT00070551|CDR0000334898
23336|NCT00070551|OSU-20030030
23337|NCT00070551|NCI-6108
23338|NCT00070551|OSU-0304
23339|NCT00070551|U01CA076576
23340|NCT00070564|S0221
23341|NCT00070564|U10CA032102
23342|NCT00070577|03-AA-0283
23343|NCT00070590|BUILD 2
23344|NCT00070629|ProMune
23345|NCT00070629|CO17
23346|NCT00070629|A8501017
23347|NCT00080626|P50CA088843
23348|NCT00080626|P30CA006973
23349|NCT00080626|JHOC-J0266
23350|NCT00080626|JHOC-03012301
23351|NCT00080639|UAB-120
23352|NCT00080639|UAB-0120
23353|NCT00080665|P30CA006973
23354|NCT00080665|JHOC-J0214
23355|NCT00080665|SKCCC-J0214
23061|NCT00350012|5K02NS047099
23062|NCT00350051|307976
23063|NCT00350103|2005-005788-27
23064|NCT00350142|PANC0005
23065|NCT00350181|97168
23066|NCT00350181|BMT184
23067|NCT00350194|05-8693-D 03
23068|NCT00350285|RO1 DA014296
23069|NCT00350337|GSK 103996
23070|NCT00350337|HSRRB A-13291
23071|NCT00350402|R01NS050633
23072|NCT00350428|SQGL05
23073|NCT00350519|EPOSUR4005
23394|NCT00290472|6199
23395|NCT00290472|6199
23396|NCT00290472|N01CM62201
23397|NCT00290472|N01CM62202
23398|NCT00290472|P30CA014599
23399|NCT00290498|NCI-2012-01355
23400|NCT00334893|MSKCC-06027
23401|NCT00334893|NCI-7431
23402|NCT00334893|CDR0000481534
23403|NCT00334893|06-027
23404|NCT00334893|7431
23405|NCT00334893|P30CA008748
23406|NCT00334893|N01CM62206
23407|NCT00334919|R21AT002374-01A1
23408|NCT00334932|CPMC-AAAB6443
22766|NCT00293293|0012M77821
22767|NCT00293319|UCSF-05161
22768|NCT00293319|UCSF-00161
22769|NCT00293332|UCSF-04652
22770|NCT00293332|UCSF-IIT-12198
22771|NCT00293332|UCSF-H5535-25047-01A
22772|NCT00293345|NCI-2009-00119
22773|NCT00293345|NCI-7043
22774|NCT00293345|OSU-2005C0031
22775|NCT00293345|CDR0000455043
22776|NCT00293345|OSU 05016
22777|NCT00293345|7043
22778|NCT00293345|U01CA076576
22779|NCT00310648|Part 1: 200511-I
22780|NCT00310648|Part 2: 200511-III
22781|NCT00310674|Impact N° 926
22782|NCT00310687|Impact N° 919
22783|NCT00310700|Impact N° 1457
22784|NCT00310700|2004-004962-33
22785|NCT00310713|Impact N° 1637
23106|NCT00334815|S0533
23107|NCT00334815|S0533
23108|NCT00334815|U10CA180888
23109|NCT00334815|U10CA032102
23110|NCT00334828|2005-005537-35
23111|NCT00334854|CDR0000482277
23112|NCT00334854|EU-20620
23718|NCT00331526|HOAG-CBRG-98-09
23719|NCT00331552|NCI-2010-00798
23720|NCT00331604|2005-005378-58
23721|NCT00294788|H05/123
23722|NCT00294931|AVF3256s
23723|NCT00295100|UPC 2100
23724|NCT00295152|Grant V-1999-023.
23725|NCT00295165|91494
23726|NCT00295165|NOVEL8
23727|NCT00295217|Continued Access
23728|NCT00295243|MC0315
23729|NCT00295243|1073-04
23730|NCT00295256|IRB number 05-01-28-03
23731|NCT00311896|BECAT
23732|NCT00311922|DK20593 P&F 6 NIH/NIDDK
23733|NCT00311948|1R01CA098685-01A2
23734|NCT00311974|99127500
23735|NCT00312052|2005-006029-94
23736|NCT00312091|10139
23737|NCT00312091|PACTG P1056
23738|NCT00312091|IMPAACT P1056
23739|NCT00312169|EVITA
23740|NCT00312208|BCIRG 005
23741|NCT00312247|SHC-79115
23742|NCT00312286|U1111-1127-5771
23743|NCT00312377|6474IL/0032
23744|NCT00312429|R01HL062095-06
23356|NCT00080678|MDA-ID-030008
23357|NCT00080678|NOVARTIS-MDA-ID-030008
23358|NCT00080678|MSKCC-03132
23359|NCT00080678|DFCI-03187
23360|NCT00289809|EUDRACT 2005-004569-40
23361|NCT00289848|MK0431-040
23778|NCT00098826|U01CA062505
23779|NCT00098839|NCI-2011-01624
23780|NCT00098839|COG-ADVL04P2
23781|NCT00098839|CDR0000396777
23782|NCT00098839|U10CA098543
23783|NCT00098852|UCSF-03201
23784|NCT00098852|UCSF-H28355-22994-01
23785|NCT00098852|GSK-UCSF-H28355-22994-01
23786|NCT00098865|P30CA006516
23787|NCT00069407|DSIR 83-ATSO
23788|NCT00069420|R21MH064568
23789|NCT00069420|DSIR AT-AS
23790|NCT00069433|R01MH066362
23791|NCT00069433|DSIR AT-SP
23792|NCT00069472|N01AR72232-001
23793|NCT00069485|5 R01 AI47086-03
23794|NCT00069498|K24 AI01610-03
23795|NCT00069537|HD041890
23796|NCT00069537|HD041919-01
23797|NCT00069537|HD041908-01
23798|NCT00069537|HD041906-01
23409|NCT00334945|X3395n
23410|NCT00334945|Genentech  X3395n
23411|NCT00334971|Sundry
23412|NCT00334984|COG-ANUR0532
23413|NCT00334984|CDR0000469005
23414|NCT00334997|CRUK-BRD/05/024
23415|NCT00354224|MUSC-OX-33-064
23416|NCT00354224|MUSC-HR-11497
23417|NCT00354224|MUSC-100829
23418|NCT00354250|14577A
23419|NCT00354250|N01CM62201
23420|NCT00354263|Aster-P020255
23421|NCT00354276|VION-CLI-043
23422|NCT00354276|EUDRACT-2006-001853-89
23423|NCT00354302|CAN-NCIC-MA27B
23424|NCT00354302|SWOG-NCIC-MA27B
23425|NCT00354302|NCCTG-NCIC-MA27B
23682|NCT00309959|GOG-0127V
23683|NCT00309959|CDR0000463520
23684|NCT00309959|GOG-0127V
23685|NCT00309959|GOG-0127V
23686|NCT00309959|U10CA027469
23687|NCT00309972|C11922/A4558
23688|NCT00309972|13746987
23689|NCT00309972|EU-20602
23690|NCT00309972|2004-001920-19
23691|NCT00309985|ECOG-E3805
23113|NCT00334854|EUDRACT-2005-001139-31
23114|NCT00334854|UKCCSG-CTA-21275/0215/001/0001
23115|NCT00334854|CCLG-EpSSG-STS-2006-03
23116|NCT00334867|COG-AEWS0531
23117|NCT00334867|CDR0000483611
23118|NCT00334893|NCI-2009-00169
23119|NCT00069199|03-EI-0294
23120|NCT00069212|03-M-0292
23121|NCT00069225|03-M-0297
23122|NCT00069238|03-C-0304
23123|NCT00069264|E7389
23124|NCT00069264|BOLD
23125|NCT00069303|03-CC-0305
23126|NCT00069316|03-CC-0306
23127|NCT00069329|03-AR-0298
23128|NCT00069342|03-CC-0301
23129|NCT00069355|03-M-0296
23130|NCT00069381|R01MH062347
23131|NCT00069381|DSIR 83-ATAS
23132|NCT00078949|CAN-NCIC-LY12
23133|NCT00078949|CDR0000353203
23134|NCT00078962|03-06
23135|NCT00078962|U01CA069853
23136|NCT00078962|CDR0000353204
23137|NCT00078975|PMH-PHL-023
23458|NCT00089154|NCI-6257
23459|NCT00089154|R21CA091564
23745|NCT00312429|R01 HL062095-06
22818|NCT00099099|3U01AG020480
22819|NCT00099112|NCI-04-C-0120
22820|NCT00099125|CDR0000389229
22821|NCT00099138|3U01AG020487
22822|NCT00099151|5U01AG020478-02
22823|NCT00099164|HD21410
22824|NCT00099164|HD27869
22825|NCT00099164|HD27917
22826|NCT00099164|HD27860
22827|NCT00099164|HD27915
22828|NCT00099164|HD34116
22829|NCT00099164|HD34208
22830|NCT00099164|HD34136
22831|NCT00099164|HD40500
22832|NCT00099164|HD40485
22833|NCT00099164|HD40544
22834|NCT00068601|U10CA037429
22835|NCT00068614|CWRU-030339
22836|NCT00068614|CDR0000327784
22837|NCT00068614|PHARMEXA-PX104.1.6-101
22838|NCT00068653|P30CA022453
22839|NCT00090844|MCC-0203
22840|NCT00090844|NCI-7031
22841|NCT00090857|DFCI-00024
22842|NCT00090857|UCLA-0210012-02
22843|NCT00090870|MUSC-100614
23799|NCT00069537|HD041918-01
23800|NCT00069537|HD041915
23801|NCT00091234|EORTC-06031
23802|NCT00091247|NCCTG-N03CB
23803|NCT00091260|BUMC-2004-009
23804|NCT00091260|BUMC-H-23235
23805|NCT00091260|CELGENE-RV-AMYL-PI-003
23806|NCT00091273|UVACC-OVA3
23807|NCT00091273|UVACC-33204
23808|NCT00091286|UVACC-GI37
23809|NCT00091286|UVACC-23302
22658|NCT00098878|EU-20402
22659|NCT00098878|ISRCTN47645935
22660|NCT00098891|JHOC-J0438
22661|NCT00098891|U01CA070095
22662|NCT00098891|CDR0000396776
22663|NCT00098917|UCLA-0406031-01
22664|NCT00098917|NCI-6766
22665|NCT00098943|EORTC-16041
22666|NCT00098943|MOLMED-EORTC-16041
22667|NCT00098943|EUDRACT-2004-000950-21
22668|NCT00098956|NCI-2012-03092
22669|NCT00098956|6992
22670|NCT00098956|PHL032
22671|NCT00098956|6992
22672|NCT00098956|N01CM62203
22673|NCT00098969|P30CA046592
23692|NCT00309998|URCC-U1505
23693|NCT00309998|GENENTECH-AVF3328S
23694|NCT00310011|CDR0000466059
23695|NCT00310011|CCCWFU-BG98-217
23696|NCT00310011|AMGEN-CCCWFU-88197
23697|NCT00310024|GCC 0514
23698|NCT00310024|N01CM62204
23699|NCT00331331|06-EI-0068
23700|NCT00331344|055513
23701|NCT00331344|CDR0000481121
23702|NCT00331344|N01CM62202
23703|NCT00331357|CCPPRB : 2006/04
23704|NCT00331357|DGS : 2006/0212
23705|NCT00331409|OHSU-SOL-05108-LM
23706|NCT00331409|FWA00000161
23707|NCT00331409|OHSU-1754
23708|NCT00331422|UMN-0409M64006
23709|NCT00331422|UMN- WCC-40
23710|NCT00331448|DK-57508
23711|NCT00331448|HL-74814
23712|NCT00331487|U1111-1115-9039
23713|NCT00331513|NCI-2009-00094
22722|NCT00082537|Formerly-0404ETPP
22723|NCT00082537|MK0991-044
22724|NCT00082537|2004_101
22725|NCT00082550|04-M-0180
22726|NCT00082615|04-N-0188
23460|NCT00089167|MSKCC-02031
23461|NCT00089180|UAB-0323
23462|NCT00089180|CDR0000378098
23463|NCT00089180|N01CN15136
23464|NCT00089193|UVACC-MEL-43
23465|NCT00089193|UVACC-28903
23466|NCT00089193|UVACC-HIC-10524
23467|NCT00089193|FCCC-03045
23468|NCT00089193|MDA-2003-0720
23469|NCT00089206|UVACC-MEL-42
23470|NCT00089206|UVACC-24802
23471|NCT00089219|UVACC-MEL-41
23472|NCT00089219|UVACC-28502
23473|NCT00089245|P30CA008748
23474|NCT00089245|MSKCC-03133
23475|NCT00089258|MSKCC-04050
23476|NCT00089271|PCI-03-153
23477|NCT00089271|U01CA069912
23478|NCT00089271|U01CA099168
23479|NCT00089271|U01CA062502
23480|NCT00080743|DMS-0236
23481|NCT00080743|ZENECA-IRUSIRES0162
23482|NCT00080756|P30CA033572
23483|NCT00080756|CHNMC-IRB-02164
23484|NCT00080756|CDR0000355156
23485|NCT00080756|NCI-2011-00975
23486|NCT00080782|P50CA090270
22844|NCT00090870|CELGENE-MUSC-100614
22845|NCT00090870|MUSC-HR-10423
22846|NCT00090896|P30CA016042
22847|NCT00090896|UCLA-0312023
22848|NCT00090896|PFIZER-NRA3670003
22849|NCT00090909|UCLA-030402301
23170|NCT00070252|MC0131
23171|NCT00070252|WSU-C-2679
23172|NCT00070252|MAYO-MC0131
23173|NCT00070252|NCI-5599
23174|NCT00070252|CDR0000331694
23175|NCT00070252|N01CM62205
23176|NCT00070265|MDA-ID-02636
23177|NCT00070265|N01CM17003
23178|NCT00070265|CDR0000331853
23179|NCT00070278|CDR0000331863
23180|NCT00070278|EU-20316
23181|NCT00070291|U10CA021115
23182|NCT00070291|E2402
23183|NCT00070304|CDR0000331915
23184|NCT00070304|COG-AHOD0321
23185|NCT00070317|GOG-0206
23186|NCT00070343|UCLA-0307016
23187|NCT00070343|GENTA-GM214
23188|NCT00070382|P30CA016042
23189|NCT00070382|UCLA-0306021
23190|NCT00070382|AMGEN-20030125
22674|NCT00098969|CCUM-2004-0535
22675|NCT00098969|CCUM-2062
22676|NCT00098982|EORTC-16029
22677|NCT00098982|MILLENNIUM-EORTC-16029
22678|NCT00098982|2004-001763-21
22679|NCT00080444|Formerly-0304AHEC
22680|NCT00080444|MK-0869-097
22681|NCT00080444|2004_099
22682|NCT00080483|R01AR050618
22683|NCT00080483|NIAMS-118
22684|NCT00080522|CIPRA-SA Project 1
22685|NCT00080522|5 U19 AI053217-02
22686|NCT00080535|04-C-0142
22687|NCT00080548|04-N-0151
22688|NCT00080574|04-DK-0140
22689|NCT00080587|04-H-0154
23010|NCT00060151|CASE-100231
23011|NCT00060203|CWRU-PHAR-1A02
23012|NCT00060203|PHARMACIA-196-ONC-0100-006
23013|NCT00060242|P30CA043703
23014|NCT00060242|CASE-CWRU-ICC-2302
23015|NCT00060255|RPCI-DS-9115
23016|NCT00060268|RPCI-DS-9701
23017|NCT00060294|UCLA-0202063
23018|NCT00060294|IDEC-UCLA-0202063
23019|NCT00060307|S0317
23020|NCT00060307|U10CA032102
22727|NCT00082641|MCC-UNMC-37102
22728|NCT00082641|UNMC-37102
22729|NCT00082641|CDR0000354507
22730|NCT00082641|NCI-2012-01019
22731|NCT00082654|CDR0000355106
22732|NCT00082667|P30CA068485
22733|NCT00082667|VICC-BRE-0249
22734|NCT00082706|P50CA091846
22735|NCT00082706|P30CA016672
22736|NCT00082706|MDA-ID-030111
22737|NCT00082706|CDR0000355828
22738|NCT00082719|P50CA091846
22739|NCT00082719|P30CA016672
22740|NCT00082719|MDA-ID-030172
22741|NCT00082719|CDR0000355831
22742|NCT00082719|NCI-2012-02015
22743|NCT00082732|MDA-DM-98054
22744|NCT00082732|DM98-054
22745|NCT00082745|NCI-2011-03822
22746|NCT00082745|COG-ALTE03N1
22747|NCT00329927|2006-000610-20
22748|NCT00329966|Eudract no.2006-000609-43
22749|NCT00329979|No additional Ids
22750|NCT00330044|2005-19
22751|NCT00330070|CAPSICS
22752|NCT00330070|EudraCT 2006-000840-22
22753|NCT00330122|2005/20 (CCPPRB)
23487|NCT00080782|P30CA016672
23488|NCT00080782|MDA-ID-02035
23489|NCT00080782|CDR0000355360
23906|NCT00354991|2006_012
23907|NCT00355004|HMS-M11960-103
23908|NCT00355004|HCHP-1305
23909|NCT00355030|B9R-FP-GDGI
23910|NCT00355056|G050054
23911|NCT00355069|U18HS011068
23912|NCT00355147|0608-01B
23913|NCT00293358|CCLG-GC-1997-01
23914|NCT00293358|EU-20579
23915|NCT00293358|SIOP-CNS-GCT-96
23916|NCT00293371|UCSF-04557
23917|NCT00293384|P30CA022453
23918|NCT00293384|WSU-D-2797
23919|NCT00293384|WSU-0504001728
23920|NCT00293397|P30CA006973
23921|NCT00069550|5 PO1 HD024448
23922|NCT00069563|2 P30 HD15052
23923|NCT00069563|1 RO1 MH54237
23924|NCT00069563|NICHD-0521
23925|NCT00069576|U10HD021410
23926|NCT00069576|U10HD027869
23927|NCT00069576|U10HD027917
23928|NCT00069576|U10HD027915
23929|NCT00069576|U10HD034116
23191|NCT00070421|CDR0000334398
23192|NCT00070421|WCCC-2000-194
23193|NCT00070434|U10CA032102
23194|NCT00070434|S0304
23195|NCT00070447|ECOG-E1499
23196|NCT00070473|NCI-04-C-0261
23197|NCT00070473|CDR0000334572
23198|NCT00070473|COG-ADVL0311
23199|NCT00350623|2006_501
23200|NCT00350688|OTT 05-03
23201|NCT00350753|2006-001308-35
23522|NCT00308867|EudraCT No. 2005-003556-36
23523|NCT00308880|941117/C05186
23524|NCT00308997|R01MH073673-01
23525|NCT00308997|DATR A5-ETPD
23526|NCT00309010|06-N-0126
23527|NCT00309075|307260
23528|NCT00309127|HCPF No. 121012
23529|NCT00309140|H6Q-MC-S001
23530|NCT00309192|PI071701
23531|NCT00309231|11898
23532|NCT00309283|2005-005552-41
23533|NCT00309296|P50DA013333-07
23534|NCT00309348|NIH grant SBIR#PHS2003-2
23535|NCT00309556|Ro 09-1978
23536|NCT00309608|2005-004597-24
23537|NCT00309699|R076477BIM3002
23021|NCT00060307|CDR0000301594
23022|NCT00060320|NCCTG-N01CC
23023|NCT00060333|NCCTG-N0275
23024|NCT00060346|U10CA021115
23025|NCT00060346|E1A02
23026|NCT00060359|CDR0000301642
23027|NCT00060359|NCI-2012-02532
23028|NCT00060372|040749
23029|NCT00060372|P-6082
23030|NCT00060372|NCI-6082
23031|NCT00060372|CDR0000301644
23032|NCT00060372|R01CA093891
23033|NCT00060385|EORTC-20991
23034|NCT00060398|ECOG-E1Z01
23035|NCT00060411|NCI-2012-03157
23036|NCT00060411|NCI-5869
23037|NCT00060411|JHOC-J0220
23038|NCT00060411|JHOC-02072506
23039|NCT00331006|U01HL072331
23040|NCT00331032|SPL7013-004
23041|NCT00331071|BCDSP-01
23362|NCT00289848|2005_094
23363|NCT00289874|MK0476-336
23364|NCT00289887|MK0954-315
23365|NCT00289887|2006_002
23366|NCT00289900|MK0524B-024
23367|NCT00289900|2005_103
23368|NCT00289913|2005_076
26279|NCT00523666|EudraCT 2005-003762-41
26280|NCT00523692|REC reference 06/Q2404/95
26281|NCT00523692|EudraCT number 2006-001428-38
26282|NCT00523692|CTA number 16719/0201/001-0001
26283|NCT00550459|INSIGHT
26284|NCT00550537|P30CA068485
26285|NCT00474604|P30CA068485
26286|NCT00474604|VU-VICC-BRE-0588
26287|NCT00474604|VU-VICC-IRB-051230
26288|NCT00474695|SEAGUL
26289|NCT00474786|B1771003
26290|NCT00474812|NCI-2009-00228
26291|NCT00474812|CDR0000546554
26292|NCT00474812|CASE 5206
26293|NCT00474812|CASE 5206
26294|NCT00474812|7828
26295|NCT00474812|U01CA062502
26296|NCT00474825|ISRCTN12244200
26297|NCT00474903|NCI-2009-00838
26298|NCT00474903|MAY04-4-01
26299|NCT00474903|CDR0000544180
26300|NCT00474903|MAYO-MAY04-4-01
26301|NCT00474903|MAY04-4-01
26302|NCT00474903|N01CN35000
26303|NCT00474929|07-000710
26304|NCT00474929|LS0689
26305|NCT00474994|P30CA008748
24223|NCT00313404|RSPHGH-CLM-2005-EPANoV
24224|NCT00313469|GIS Institut Longévité 2003
24225|NCT00313508|NCI-6241
24322|NCT00290810|MAYO-MC048C
24323|NCT00290810|NCI-7211
24324|NCT00290810|CDR0000459933
24325|NCT00290810|MC048C
24326|NCT00290810|7211
24327|NCT00290810|P30CA015083
24328|NCT00290810|N01CM62205
24329|NCT00290810|N01CM62207
24330|NCT00290823|05-I-N214
24331|NCT00290875|2002174-01H
24332|NCT00290966|XRP6976E-325
24333|NCT00291005|XRP6976J/2101
24334|NCT00291200|5U01MH066160
24335|NCT00291200|DATR AD-P
24336|NCT00291226|NARSAD Distinguished 2005
24337|NCT00291239|DFG-SFB 654, C5 "IL-6-MDE"
24338|NCT00291265|06-N-0096
24339|NCT00291278|06-CH-0091
24340|NCT00291330|2005-001999-12
24341|NCT00291343|105245
24342|NCT00291369|ET99-058
24343|NCT00291408|EudraCT Number: 2005-003297-13
24344|NCT00291486|NIH grant R21-CA108145-01A1
24345|NCT00291512|R01DA012116
24537|NCT00068315|6126
24538|NCT00068315|U01CA062502
24539|NCT00068328|CALGB-369901
24540|NCT00068341|P30CA016042
24541|NCT00068341|UCLA-9911084
24542|NCT00068341|AVENTIS-GIA-11156
24543|NCT00068341|GENENTECH-H2269s
24544|NCT00068367|S0330
24545|NCT00068367|U10CA032102
24546|NCT00068380|5734
24547|NCT00068380|N01CM62209
24548|NCT00068393|E8802
24549|NCT00068393|U10CA021115
24550|NCT00068406|GOG-0205
24551|NCT00068419|NCI-2009-00424
24552|NCT00068419|CDR0000322260
24553|NCT00068419|COG-ARST0321
24554|NCT00068419|U10CA098543
24555|NCT00068432|P30CA016672
24556|NCT00068432|MDA-2003-0288
24557|NCT00068432|NCI-6167
24558|NCT00068432|CDR0000322827
24559|NCT00068445|NCCTG-N01C3
24560|NCT00068458|U10CA081851
24561|NCT00068471|NCI-03-C-0229C
24562|NCT00059215|H7T-MC-TAAH
24563|NCT00059228|03-M-0161
24564|NCT00059306|CRC
25688|NCT00263835|5 R01 DK059527-04
25689|NCT00263861|P30CA043703
25690|NCT00263861|CASE-CWRU-6Z03
25691|NCT00263913|HUM 379
25692|NCT00263965|EudraCT No 2004-000350-24
25693|NCT00264004|EUDRACT Number 2005-003442-33
25694|NCT00264095|EPOSUR4001
25695|NCT00264108|EPOCAN4015
25696|NCT00264134|CPTAIV-0020-339
25697|NCT00264147|2005_077
24706|NCT00077662|"LOPOS"
24707|NCT00077792|XRP4563B/3001
24708|NCT00077831|R01DE013813
24709|NCT00077844|EudraCT #: 2004-003743-44
24710|NCT00077896|04-N-0122
24711|NCT00077909|04-CC-0119
24712|NCT00077922|04-C-0121
24713|NCT00078052|5R01HL071981-04
24714|NCT00078078|04-HG-0127
24715|NCT00078091|04-HG-0123
24716|NCT00078104|04-D-0124
24717|NCT00078208|04-I-0126
24718|NCT00078247|1 R01 AI051219-01A2
24719|NCT00078260|H3E-MC-JMGX
24720|NCT00078273|R21MH067026
24721|NCT00078273|DATR A2-AII
24722|NCT00078286|R01MH063211
26402|NCT00219791|ek.179-6
26403|NCT00219856|PHRC/03-02
26404|NCT00219856|CIC0203/026
26405|NCT00550537|VU-VICC-THO-0640
26406|NCT00550537|VU-VICC-070494
26407|NCT00550550|3733251
26408|NCT00550563|RPCI-I-99207
26409|NCT00550589|U01CA121947
26410|NCT00550589|CDR0000570720
26411|NCT00550615|BMS Protocol 180129
26412|NCT00550628|P30CA008748
26413|NCT00550628|MSKCC-07114
26414|NCT00550654|NCI-07-C-0230
26415|NCT00550693|WUSM HRPO 04-1312
26416|NCT00550745|2007_606
26417|NCT00550784|P30CA033572
26418|NCT00550784|CHNMC-00067
26419|NCT00550784|CCC-PHI-31
26420|NCT00550784|CDR0000567474
26421|NCT00550810|SMART
26422|NCT00550836|NCCTG-N064B
26423|NCT00550901|P30CA033572
26424|NCT00550901|CHNMC-00136
26425|NCT00550914|07-01-005
26426|NCT00550927|JHOC-J0688
26427|NCT00550927|JHOC-NA_00004943
26428|NCT00550927|CDR0000571514
24346|NCT00291525|G050208
24347|NCT00291642|102837-Canada Health Auth.
24348|NCT00291655|EUDRACT NUMBER: 2006-000173-29
24349|NCT00291720|04/Q2707/294
24350|NCT00291746|DIAMOND
24351|NCT00291759|ABCSG 8
24352|NCT00310024|CDR0000466109
24353|NCT00310037|CALGB-50403
24450|NCT00081250|NCCTG-N02C4
24451|NCT00081263|NCI-2009-00583
24452|NCT00081263|CDR0000360805
24453|NCT00081263|GOG-0207
24454|NCT00081263|GOG-0207
24455|NCT00081263|GOG-0207
24456|NCT00081263|U10CA101165
24457|NCT00081276|GOG-0126O
24458|NCT00081276|U10CA027469
24459|NCT00081276|CDR0000360854
24460|NCT00081289|CDR0000350136
24461|NCT00081302|CDR0000352163
24462|NCT00081328|DK61230
24463|NCT00081354|04-C-0155
24464|NCT00081367|R01MH067805
24465|NCT00081367|DSIR 83-ATP
24466|NCT00081406|R01MH059087
24467|NCT00081406|DSIR CT-S
24468|NCT00081419|04-N-0153
24565|NCT00059332|U01NS044364
24566|NCT00059345|R01AR049999
24567|NCT00059345|NIAMS-087
24568|NCT00059345|2006-0605
24569|NCT00059358|5R01AI049141-02
24570|NCT00059384|5M01RR000400-340420
24571|NCT00059384|3M01RR000400-34S1A20420ú
24572|NCT00059410|NIRG-02-3712
24573|NCT00059410|BUMC 2002-308
24574|NCT00059423|03-H-0168
24575|NCT00059475|03-C-0172
24576|NCT00059501|03-N-0165
24577|NCT00059540|U10HD021397
24578|NCT00059540|U10HD021415
24579|NCT00059540|U10HD027904
24580|NCT00059540|U10HD021385
24581|NCT00059540|U10DA024117
24582|NCT00059540|U10DA024118
24583|NCT00059540|U10DA024119
24584|NCT00059540|U10DA024128
24585|NCT00059579|03-M-0149
24586|NCT00059592|Valacyclovir
24587|NCT00059631|P50CA090270
24588|NCT00059631|P30CA016672
24589|NCT00059631|MDA-ID-02227
24590|NCT00059631|CDR0000355822
