REMOVED_COUNTRIES_ID|COUNTRY|NCT_ID
1708|United States|NCT00083772
1709|Puerto Rico|NCT00084019
1710|Puerto Rico|NCT00084058
1711|Philippines|NCT00084071
1712|Puerto Rico|NCT00084136
1713|Colombia|NCT00084227
1714|Suriname|NCT00084227
1715|Indonesia|NCT00084240
1716|Puerto Rico|NCT00084266
1717|Venezuela|NCT00084266
1718|Italy|NCT00084266
1719|United States|NCT00084292
1720|Belgium|NCT00084292
1721|China|NCT00089999
1722|Puerto Rico|NCT00090012
1723|United States|NCT00090103
1724|Belgium|NCT00090103
1725|Bulgaria|NCT00090103
1726|Canada|NCT00090103
1727|Czech Republic|NCT00090103
1728|Denmark|NCT00090103
1729|Estonia|NCT00090103
1730|Finland|NCT00090103
1731|Germany|NCT00090103
1732|Greece|NCT00090103
1733|Hungary|NCT00090103
1734|Italy|NCT00090103
1735|Korea, Republic of|NCT00090103
1736|Lithuania|NCT00090103
1737|Netherlands|NCT00090103
1738|Norway|NCT00090103
1739|Poland|NCT00090103
1740|Puerto Rico|NCT00090103
1741|Romania|NCT00090103
1742|Russian Federation|NCT00090103
1743|Slovakia|NCT00090103
1744|South Africa|NCT00090103
1745|Thailand|NCT00090103
1746|Tunisia|NCT00090103
1747|Turkey|NCT00090103
1748|United States|NCT00090142
1749|United States|NCT00090155
1750|United States|NCT00090168
1751|United States|NCT00090181
1752|United States|NCT00090207
1753|United States|NCT00090220
1754|United States|NCT00090233
1755|Puerto Rico|NCT00090233
1756|United States|NCT00090246
1757|United States|NCT00090259
1758|United States|NCT00090272
1759|United States|NCT00090285
1760|Australia|NCT00090285
1761|Brazil|NCT00090285
1762|Canada|NCT00090285
1763|Croatia|NCT00090285
1764|Peru|NCT00090285
1765|Germany|NCT00090285
1766|Mexico|NCT00090285
1767|Spain|NCT00090285
1768|Costa Rica|NCT00090285
1769|Finland|NCT00090285
1770|Netherlands|NCT00090285
1771|Norway|NCT00090285
1772|Philippines|NCT00090285
1773|Portugal|NCT00090285
1774|South Africa|NCT00090285
1775|Sweden|NCT00090285
1776|Taiwan|NCT00090285
1777|United States|NCT00090298
1778|Former Serbia and Montenegro|NCT00090324
1779|Puerto Rico|NCT00090753
1780|Brazil|NCT00090753
1781|Canada|NCT00090753
1782|United Kingdom|NCT00090766
1783|Canada|NCT00091026
1784|Australia|NCT00091117
1785|Australia|NCT00091182
1786|Canada|NCT00091182
1374|Romania|NCT00088491
1375|Spain|NCT00088491
1376|Belgium|NCT00088491
1377|Brazil|NCT00088491
1378|Germany|NCT00088491
1379|Norway|NCT00088491
1380|Russian Federation|NCT00088491
1381|South Africa|NCT00088491
1382|Sweden|NCT00088491
1383|Australia|NCT00088491
1384|Austria|NCT00088491
1385|Netherlands|NCT00088491
1386|Taiwan|NCT00088491
1387|Slovakia|NCT00088491
1388|Australia|NCT00088582
1389|Belgium|NCT00088582
1390|France|NCT00088582
1391|Germany|NCT00088582
1392|Italy|NCT00088582
1393|Netherlands|NCT00088582
1394|Spain|NCT00088582
1395|Switzerland|NCT00088582
1396|United Kingdom|NCT00088582
1397|Australia|NCT00072384
1622|France|NCT00081510
1623|Guatemala|NCT00081510
1624|Georgia|NCT00081510
1625|Hong Kong|NCT00081510
1626|Panama|NCT00081510
1627|Peru|NCT00081510
1628|Puerto Rico|NCT00081510
1629|Singapore|NCT00081510
1630|South Africa|NCT00081510
1631|Germany|NCT00081510
1632|Belgium|NCT00081575
1633|Bulgaria|NCT00081575
1634|Croatia|NCT00081575
1635|Czech Republic|NCT00081575
1636|Estonia|NCT00081575
1637|Germany|NCT00081575
1638|Hungary|NCT00081575
1639|India|NCT00081575
1640|Latvia|NCT00081575
1641|Lithuania|NCT00081575
1642|Romania|NCT00081575
1643|Russian Federation|NCT00081575
1644|Slovakia|NCT00081575
1645|South Africa|NCT00081575
1646|Spain|NCT00081575
1647|Ukraine|NCT00081575
1648|Puerto Rico|NCT00081588
1649|United States|NCT00081744
1650|Canada|NCT00081744
1651|United States|NCT00081770
1652|Belgium|NCT00081796
1653|Costa Rica|NCT00081796
1654|Ireland|NCT00081796
1655|Norway|NCT00081796
1656|United States|NCT00081978
1657|United States|NCT00082095
1658|United States|NCT00082251
1659|Puerto Rico|NCT00082251
1660|China|NCT00082420
1661|Puerto Rico|NCT00082498
1662|United States|NCT00082524
1663|Germany|NCT00082524
1664|Italy|NCT00082524
1665|New Zealand|NCT00082524
1666|Taiwan|NCT00082524
1667|Belgium|NCT00082524
1668|Israel|NCT00082524
1669|United States|NCT00082537
1670|Belgium|NCT00082537
1671|Germany|NCT00082537
1672|Spain|NCT00082537
1673|Kenya|NCT00082563
1674|Burkina Faso|NCT00082576
1675|United States|NCT00082602
1676|Puerto Rico|NCT00082745
1677|Netherlands|NCT00082745
1678|New Zealand|NCT00082745
1814|United States|NCT00091910
1815|United States|NCT00092040
1816|United States|NCT00092053
1817|United States|NCT00092066
1818|United States|NCT00092079
1819|United States|NCT00092092
1820|United States|NCT00092118
1821|United States|NCT00092170
1822|United States|NCT00092183
1823|United States|NCT00092196
1824|United States|NCT00092209
1825|United States|NCT00092417
1826|United States|NCT00092430
1827|United States|NCT00092443
1828|United States|NCT00092469
1829|United States|NCT00092482
1830|United States|NCT00092495
1831|United States|NCT00092521
1832|United States|NCT00092534
1833|United States|NCT00092547
1834|United States|NCT00092560
1835|United States|NCT00092573
1836|United States|NCT00092599
1837|United States|NCT00092612
1838|United States|NCT00092625
1839|United States|NCT00092638
1840|United States|NCT00092651
1841|United States|NCT00092664
1842|United States|NCT00092677
1843|United States|NCT00092703
1844|United States|NCT00092742
1590|Puerto Rico|NCT00080301
1591|United States|NCT00080405
1592|Canada|NCT00080405
1593|United States|NCT00080444
1594|Brazil|NCT00080444
1595|Australia|NCT00080444
1596|Netherlands|NCT00080873
1597|New Zealand|NCT00080873
1598|Puerto Rico|NCT00080873
1599|Switzerland|NCT00080873
1600|United States|NCT00080912
1601|Australia|NCT00080912
1602|France|NCT00080912
1603|Netherlands|NCT00080912
1604|United Kingdom|NCT00080912
1605|United States|NCT00080938
1606|Puerto Rico|NCT00081159
1607|United States|NCT00081224
1608|Australia|NCT00081263
1609|Canada|NCT00081263
1610|Japan|NCT00081263
1611|Norway|NCT00081263
1921|United States|NCT00093977
1922|United States|NCT00093990
1923|Argentina|NCT00093990
1924|Belgium|NCT00093990
1925|Brazil|NCT00093990
1926|Canada|NCT00093990
1927|Czech Republic|NCT00093990
1928|Denmark|NCT00093990
1929|France|NCT00093990
1930|Germany|NCT00093990
1931|Hungary|NCT00093990
1932|Ireland|NCT00093990
1933|Italy|NCT00093990
1934|Korea, Republic of|NCT00093990
1935|Mexico|NCT00093990
1936|Netherlands|NCT00093990
1937|Poland|NCT00093990
1938|Russian Federation|NCT00093990
1939|Slovakia|NCT00093990
1940|Spain|NCT00093990
1941|Sweden|NCT00093990
1942|Taiwan|NCT00093990
1943|Turkey|NCT00093990
1944|Ukraine|NCT00093990
1945|United Kingdom|NCT00093990
1946|United States|NCT00094341
1947|France|NCT00094484
1948|Sweden|NCT00094484
1949|Italy|NCT00094484
1950|United States|NCT00094484
1951|Canada|NCT00094484
1952|Germany|NCT00094549
1953|France|NCT00094549
1954|Poland|NCT00094549
1955|United States|NCT00094627
1956|Australia|NCT00094653
1957|Luxembourg|NCT00094653
1958|United States|NCT00094666
1959|United States|NCT00094757
1960|India|NCT00091520
1961|Mexico|NCT00091520
1962|New Zealand|NCT00091520
1963|Russian Federation|NCT00091520
1964|Former Serbia and Montenegro|NCT00091520
1965|Singapore|NCT00091520
1966|South Africa|NCT00091520
1967|United States|NCT00091559
1968|United States|NCT00091572
1969|Argentina|NCT00091572
1970|Brazil|NCT00091572
1971|Chile|NCT00091572
1972|Spain|NCT00091572
1973|Colombia|NCT00091572
1974|Ecuador|NCT00091572
1975|Mexico|NCT00091572
1976|Peru|NCT00091572
1977|South Africa|NCT00091572
1978|France|NCT00091572
1979|Belgium|NCT00091572
1980|Germany|NCT00091572
1981|Netherlands|NCT00091572
1982|Portugal|NCT00091572
1983|Slovenia|NCT00091572
1984|United Kingdom|NCT00091572
1985|United States|NCT00091676
1986|Puerto Rico|NCT00091702
1987|United States|NCT00091793
1988|Canada|NCT00091793
1989|United States|NCT00091806
1990|United States|NCT00091832
1991|United States|NCT00091845
1992|United States|NCT00091858
1993|Australia|NCT00091858
1994|Austria|NCT00091858
1995|Belgium|NCT00091858
1996|Canada|NCT00091858
1997|Czech Republic|NCT00091858
1998|Estonia|NCT00091858
1999|Hungary|NCT00091858
2000|Ireland|NCT00098735
2001|Netherlands|NCT00098735
1612|United Kingdom|NCT00081263
1613|Puerto Rico|NCT00081471
1614|Puerto Rico|NCT00081484
1615|United States|NCT00081510
1616|Argentina|NCT00081510
1617|Brazil|NCT00081510
1618|Canada|NCT00081510
1619|Chile|NCT00081510
1620|Colombia|NCT00081510
1621|Ecuador|NCT00081510
1877|Chile|NCT00093015
1878|Czech Republic|NCT00093015
1879|Estonia|NCT00093015
1880|France|NCT00093015
1881|Germany|NCT00093015
1882|Hungary|NCT00093015
1883|Italy|NCT00093015
1884|Latvia|NCT00093015
1885|Mexico|NCT00093015
1886|Poland|NCT00093015
1887|Portugal|NCT00093015
1888|Romania|NCT00093015
1889|Russian Federation|NCT00093015
1890|Slovakia|NCT00093015
1891|Slovenia|NCT00093015
1892|United Kingdom|NCT00093015
1893|Denmark|NCT00093015
1894|Puerto Rico|NCT00093015
1895|United States|NCT00093067
1896|United States|NCT00093080
1897|France|NCT00093080
1898|United States|NCT00093210
1899|New Zealand|NCT00093275
1900|South Africa|NCT00093275
1901|United States|NCT00093288
1902|Canada|NCT00093288
1903|Croatia|NCT00093288
1904|France|NCT00093288
1905|Germany|NCT00093288
1906|India|NCT00093288
1907|Latvia|NCT00093288
1908|Poland|NCT00093288
1909|South Africa|NCT00093288
1910|Israel|NCT00093418
1911|Australia|NCT00093626
1912|Canada|NCT00093626
1913|Japan|NCT00093626
1914|Canada|NCT00093756
1915|United States|NCT00093782
1916|Canada|NCT00093795
1917|Ireland|NCT00093795
1918|Puerto Rico|NCT00093795
1919|United States|NCT00093873
1920|United States|NCT00093899
1787|New Zealand|NCT00091182
1788|Puerto Rico|NCT00091182
1789|Netherlands|NCT00091182
1790|Switzerland|NCT00091182
1791|Austria|NCT00091442
1792|Italy|NCT00091442
1793|Former Serbia and Montenegro|NCT00091442
1794|United States|NCT00091520
1795|Argentina|NCT00091520
1796|Australia|NCT00091520
1797|Brazil|NCT00091520
1798|Canada|NCT00091520
1799|Chile|NCT00091520
1800|Hong Kong|NCT00091520
1801|Italy|NCT00091858
1802|Latvia|NCT00091858
1803|Lithuania|NCT00091858
1804|Netherlands|NCT00091858
1805|Poland|NCT00091858
1806|Portugal|NCT00091858
1807|Romania|NCT00091858
1808|Russian Federation|NCT00091858
1809|Slovakia|NCT00091858
1810|Spain|NCT00091858
1811|Switzerland|NCT00091858
1812|Ukraine|NCT00091858
1813|United Kingdom|NCT00091858
1859|India|NCT00092989
1860|Peru|NCT00092989
1861|Puerto Rico|NCT00092989
1862|Spain|NCT00092989
1863|Australia|NCT00092989
1864|Denmark|NCT00092989
1865|Germany|NCT00092989
1866|Guatemala|NCT00092989
1867|Mexico|NCT00092989
1868|New Zealand|NCT00092989
1869|South Africa|NCT00092989
1870|United States|NCT00093015
1871|Argentina|NCT00093015
1872|Australia|NCT00093015
1873|Austria|NCT00093015
1874|Brazil|NCT00093015
1875|Bulgaria|NCT00093015
1876|Canada|NCT00093015
2101|United States|NCT00102167
2102|Puerto Rico|NCT00102206
2103|United States|NCT00102323
2104|France|NCT00102323
2105|Netherlands|NCT00102323
2106|Spain|NCT00102323
2107|United States|NCT00102336
2108|United States|NCT00102479
2109|United States|NCT00102609
2110|France|NCT00102609
2111|Austria|NCT00102726
2112|France|NCT00102726
2113|Pakistan|NCT00102726
2114|Romania|NCT00102726
2115|Taiwan|NCT00102726
2116|Peru|NCT00102739
2117|United States|NCT00102739
2118|Australia|NCT00102739
2119|Canada|NCT00102739
2120|United States|NCT00094770
2121|Puerto Rico|NCT00094770
2122|United States|NCT00094809
2123|United States|NCT00094822
2124|United States|NCT00094835
2125|United States|NCT00094861
2126|Germany|NCT00094861
2127|Spain|NCT00094861
2128|United States|NCT00094926
2129|United States|NCT00095004
2130|United States|NCT00095017
2131|United States|NCT00095043
2132|United States|NCT00095056
2133|Australia|NCT00095056
2134|Brazil|NCT00095056
2135|Chile|NCT00095056
2136|Colombia|NCT00095056
2137|Hong Kong|NCT00095056
2138|Hungary|NCT00095056
2139|Malaysia|NCT00095056
2140|Mexico|NCT00095056
2141|New Zealand|NCT00095056
2142|Peru|NCT00095056
2143|Philippines|NCT00095056
2144|Puerto Rico|NCT00095056
2145|Russian Federation|NCT00095056
2146|Spain|NCT00095056
2147|United States|NCT00095069
2148|Denmark|NCT00095095
2149|South Africa|NCT00095095
2150|Spain|NCT00095095
2151|Switzerland|NCT00095095
2152|United States|NCT00095264
2153|United States|NCT00095277
2154|United States|NCT00095446
2155|United States|NCT00095498
2156|Spain|NCT00095524
2157|Italy|NCT00095524
2158|United States|NCT00095563
2159|United States|NCT00095576
2160|Australia|NCT00095576
2161|Brazil|NCT00095576
2162|Canada|NCT00095576
2163|Dominican Republic|NCT00095576
2164|Peru|NCT00095576
2165|Puerto Rico|NCT00095576
2166|Haiti|NCT00095576
2167|Jamaica|NCT00095576
2168|United States|NCT00095628
2169|United States|NCT00095667
2170|United States|NCT00095680
2171|Netherlands|NCT00096135
2172|Puerto Rico|NCT00096135
2173|Germany|NCT00096161
2174|United States|NCT00096174
2175|Puerto Rico|NCT00096278
2176|Ireland|NCT00096278
2177|United States|NCT00096395
2178|Belgium|NCT00096408
2179|Canada|NCT00096512
2180|Chile|NCT00096746
2181|Puerto Rico|NCT00096746
2182|Italy|NCT00110656
2183|Portugal|NCT00110656
2184|Spain|NCT00110656
2185|India|NCT00110669
2186|Greece|NCT00110799
2187|Australia|NCT00110799
2188|Mexico|NCT00110799
2189|Pakistan|NCT00110799
2190|Spain|NCT00110799
2002|Poland|NCT00098735
2003|United Kingdom|NCT00098735
2004|Puerto Rico|NCT00098839
2005|United States|NCT00098956
2006|Canada|NCT00099177
2007|Greece|NCT00099203
2008|United States|NCT00099346
2009|United States|NCT00099554
2010|Canada|NCT00099554
2011|Argentina|NCT00099736
2012|Brazil|NCT00099736
2013|Canada|NCT00099736
2014|Colombia|NCT00099736
2015|France|NCT00099736
2016|Germany|NCT00099736
2017|Italy|NCT00099736
2018|Mexico|NCT00099736
2019|Switzerland|NCT00099736
2020|United States|NCT00099801
2021|United States|NCT00100048
2022|Australia|NCT00100048
2023|Canada|NCT00100048
2024|Chile|NCT00100048
2025|Colombia|NCT00100048
2026|Peru|NCT00100048
2027|Puerto Rico|NCT00100048
2028|Thailand|NCT00100048
2029|United States|NCT00100152
2030|Brazil|NCT00100204
2031|Puerto Rico|NCT00100581
2032|Netherlands|NCT00100802
2033|Australia|NCT00100841
2034|China|NCT00101088
2035|Hong Kong|NCT00101088
2036|Singapore|NCT00101088
2037|Canada|NCT00101270
2038|United States|NCT00101387
2039|United States|NCT00101439
2040|United States|NCT00101582
2041|Austria|NCT00101582
2042|Germany|NCT00101582
2043|Italy|NCT00101582
2044|Canada|NCT00101582
2045|Singapore|NCT00101595
2046|Philippines|NCT00101595
2047|China|NCT00101595
2048|Hungary|NCT00101595
2049|Ireland|NCT00101595
2050|Poland|NCT00101595
2051|Russian Federation|NCT00101595
2052|South Africa|NCT00101595
2053|Spain|NCT00101595
2054|Taiwan|NCT00101595
2055|Germany|NCT00101608
2056|United States|NCT00101621
2057|United States|NCT00101634
2058|Bulgaria|NCT00101634
2059|Mexico|NCT00101634
2060|Romania|NCT00101634
2061|Russian Federation|NCT00101634
2062|South Africa|NCT00101634
2063|Hungary|NCT00101647
2064|Ireland|NCT00101647
2065|Poland|NCT00101647
2066|Russian Federation|NCT00101647
2067|South Africa|NCT00101647
2068|Spain|NCT00101647
1845|United States|NCT00092755
1846|United States|NCT00092807
1847|United States|NCT00092833
1848|United States|NCT00092872
1849|United States|NCT00092885
1850|United States|NCT00092898
1851|United States|NCT00092911
1852|United States|NCT00092963
1853|United States|NCT00092989
1854|Brazil|NCT00092989
1855|Italy|NCT00092989
1856|Chile|NCT00092989
1857|Colombia|NCT00092989
1858|France|NCT00092989
2218|United States|NCT00111124
2219|United States|NCT00111202
2220|United States|NCT00111254
2221|United States|NCT00111280
2222|Germany|NCT00111319
2223|Russian Federation|NCT00111319
2224|United States|NCT00111449
2225|Puerto Rico|NCT00111631
2226|South Africa|NCT00111644
2227|Puerto Rico|NCT00111670
2228|United States|NCT00111683
2229|United States|NCT00111709
2230|United States|NCT00111722
2231|United States|NCT00111761
2232|United States|NCT00111774
2233|Belgium|NCT00111787
2234|United States|NCT00111813
2235|United States|NCT00111891
2236|United States|NCT00111982
2237|United States|NCT00112008
2238|Canada|NCT00112294
2239|United States|NCT00112372
2240|United States|NCT00112437
2241|Slovakia|NCT00096811
2242|Brazil|NCT00096811
2243|South Africa|NCT00096811
2244|Germany|NCT00096811
2245|Greece|NCT00096811
2246|Hong Kong|NCT00096811
2247|Italy|NCT00096811
2248|Malaysia|NCT00096811
2249|Netherlands|NCT00096811
2250|Philippines|NCT00096811
2251|Singapore|NCT00096811
2252|Spain|NCT00096811
2253|Switzerland|NCT00096811
2254|Taiwan|NCT00096811
2255|Thailand|NCT00096811
2256|United Kingdom|NCT00096811
2257|Canada|NCT00096811
2258|United States|NCT00096811
2259|Belgium|NCT00096811
2260|Australia|NCT00096811
2261|France|NCT00096811
2262|Denmark|NCT00096811
2263|Poland|NCT00096811
2264|Portugal|NCT00096811
2265|Turkey|NCT00096811
2266|Korea, Republic of|NCT00096811
2267|Canada|NCT00096915
2268|United States|NCT00096941
2269|United States|NCT00096954
2270|United States|NCT00097019
2070|Taiwan|NCT00101660
2071|China|NCT00101660
2072|Hungary|NCT00101660
2073|Philippines|NCT00101660
2074|Poland|NCT00101660
2075|Russian Federation|NCT00101660
2076|Argentina|NCT00101816
2077|Brazil|NCT00101816
2078|Peru|NCT00101816
2079|Thailand|NCT00101816
2080|China|NCT00101816
2081|Estonia|NCT00101816
2082|Hungary|NCT00101816
2083|Ireland|NCT00101816
2084|Poland|NCT00101816
2085|Russian Federation|NCT00101816
2086|South Africa|NCT00101816
2087|Spain|NCT00101816
2088|United States|NCT00101894
2089|Australia|NCT00101894
2090|United States|NCT00101907
2091|United States|NCT00101920
2092|United States|NCT00101933
2093|Ireland|NCT00101998
2094|Greece|NCT00101998
2095|United States|NCT00102037
2096|United States|NCT00102141
2097|Czech Republic|NCT00102141
2098|Poland|NCT00102141
2099|Russian Federation|NCT00102141
2100|Ukraine|NCT00102141
2356|United States|NCT00103818
2357|Australia|NCT00103857
2358|Colombia|NCT00103857
2359|Costa Rica|NCT00103857
2360|Guatemala|NCT00103857
2361|Hungary|NCT00103857
2362|Lithuania|NCT00103857
2363|Malaysia|NCT00103857
2364|New Zealand|NCT00103857
2365|Norway|NCT00103857
2366|Peru|NCT00103857
2367|Philippines|NCT00103857
2368|Russian Federation|NCT00103857
2369|South Africa|NCT00103857
2370|United Kingdom|NCT00103857
2371|United States|NCT00103857
2372|Puerto Rico|NCT00103857
2373|Italy|NCT00103948
2374|Canada|NCT00103948
2375|Finland|NCT00103948
2376|France|NCT00103948
2377|Germany|NCT00103948
2378|Sweden|NCT00103948
2379|Switzerland|NCT00103948
2380|United Kingdom|NCT00103948
2381|Brazil|NCT00104026
2382|United States|NCT00104052
2383|Argentina|NCT00104052
2384|Austria|NCT00104052
2385|Chile|NCT00104052
2386|France|NCT00104052
2387|Germany|NCT00104052
2388|Puerto Rico|NCT00104052
2389|Spain|NCT00104052
2390|Italy|NCT00104052
2391|United States|NCT00104091
2392|Belgium|NCT00104091
2393|France|NCT00104091
2394|Germany|NCT00104091
2395|Italy|NCT00104091
2396|Netherlands|NCT00104091
2397|United States|NCT00104143
2398|Finland|NCT00104143
2399|United States|NCT00104351
2400|United States|NCT00106418
2401|Austria|NCT00106431
2402|Switzerland|NCT00106431
2403|Puerto Rico|NCT00106522
2404|Puerto Rico|NCT00106535
2405|Spain|NCT00106548
2271|United States|NCT00097032
2272|Chile|NCT00097266
2273|United States|NCT00097331
2274|Canada|NCT00097331
2275|France|NCT00097331
2276|Italy|NCT00097331
2277|Romania|NCT00097331
2278|Switzerland|NCT00097370
2279|United States|NCT00097526
2280|United States|NCT00097539
2281|United States|NCT00097552
2282|United States|NCT00097565
2283|Puerto Rico|NCT00097565
2284|Austria|NCT00097591
2285|Canada|NCT00097591
2286|Australia|NCT00097591
2287|Belgium|NCT00097591
2288|Denmark|NCT00097591
2289|Finland|NCT00097591
2290|France|NCT00097591
2291|Germany|NCT00097591
2292|Hungary|NCT00097591
2293|Israel|NCT00097591
2294|Italy|NCT00097591
2295|Netherlands|NCT00097591
2296|Slovakia|NCT00097591
2297|South Africa|NCT00097591
2298|Spain|NCT00097591
2299|Sweden|NCT00097591
2300|Switzerland|NCT00097591
2301|United States|NCT00097617
2302|Former Serbia and Montenegro|NCT00097669
2303|Former Yugoslavia|NCT00097669
2304|Puerto Rico|NCT00097799
2305|United States|NCT00097929
2306|Belgium|NCT00097929
2307|Canada|NCT00097929
2308|France|NCT00097929
2309|United Kingdom|NCT00097929
2310|Guatemala|NCT00098059
2311|Germany|NCT00098137
2312|Puerto Rico|NCT00098293
2313|Puerto Rico|NCT00098306
2314|Netherlands|NCT00098683
2315|New Zealand|NCT00098683
2316|Switzerland|NCT00098683
2317|United States|NCT00098735
2318|Belgium|NCT00098735
2319|Germany|NCT00098735
2320|Ireland|NCT00102739
2321|Latvia|NCT00102739
2322|Netherlands|NCT00102739
2323|Norway|NCT00102739
2069|Estonia|NCT00101647
2191|Taiwan|NCT00110799
2192|Ukraine|NCT00110799
2193|Germany|NCT00110812
2194|Ireland|NCT00110812
2195|Seychelles|NCT00110812
2196|Gambia|NCT00110812
2197|Austria|NCT00110890
2198|Belgium|NCT00110890
2199|Finland|NCT00110890
2200|Germany|NCT00110890
2201|Italy|NCT00110890
2202|Norway|NCT00110890
2203|Portugal|NCT00110890
2204|Spain|NCT00110890
2205|Sweden|NCT00110890
2206|Switzerland|NCT00110890
2207|United Kingdom|NCT00110890
2208|United States|NCT00110929
2209|United Kingdom|NCT00110929
2210|Canada|NCT00110929
2211|France|NCT00110929
2212|Belgium|NCT00110929
2213|United States|NCT00110942
2214|Australia|NCT00110942
2215|New Zealand|NCT00110955
2216|United States|NCT00110981
2217|United States|NCT00111111
2487|United States|NCT00110435
2488|United States|NCT00110656
2489|Australia|NCT00110656
2490|Austria|NCT00110656
2491|Belgium|NCT00110656
2492|Finland|NCT00110656
2493|Germany|NCT00110656
2494|Australia|NCT00112437
2495|Austria|NCT00112437
2496|Chile|NCT00112437
2497|Colombia|NCT00112437
2498|Denmark|NCT00112437
2499|France|NCT00112437
2500|Mexico|NCT00112437
2501|Netherlands|NCT00112437
2502|New Zealand|NCT00112437
2503|Norway|NCT00112437
2504|Peru|NCT00112437
2505|Sweden|NCT00112437
2506|Switzerland|NCT00112437
2507|United Kingdom|NCT00112437
2508|Former Serbia and Montenegro|NCT00112554
2509|United States|NCT00112671
2510|Puerto Rico|NCT00112996
2511|Czech Republic|NCT00113308
2512|Estonia|NCT00113308
2513|Lithuania|NCT00113308
2514|Pakistan|NCT00113308
2515|Slovakia|NCT00113308
2516|Taiwan|NCT00113308
2517|Italy|NCT00113607
2518|Australia|NCT00113763
2519|Austria|NCT00113763
2520|Belgium|NCT00113763
2521|Canada|NCT00113763
2522|Czech Republic|NCT00113763
2523|France|NCT00113763
2524|Germany|NCT00113763
2525|Italy|NCT00113763
2526|Lithuania|NCT00113763
2527|Netherlands|NCT00113763
2528|New Zealand|NCT00113763
2529|Portugal|NCT00113763
2530|Slovakia|NCT00113763
2531|Spain|NCT00113763
2532|Switzerland|NCT00113763
2533|Australia|NCT00113776
2534|Austria|NCT00113776
2535|Belgium|NCT00113776
2536|Canada|NCT00113776
2537|Czech Republic|NCT00113776
2538|France|NCT00113776
2539|Germany|NCT00113776
2540|Italy|NCT00113776
2541|Lithuania|NCT00113776
2542|Netherlands|NCT00113776
2543|New Zealand|NCT00113776
2544|Portugal|NCT00113776
2545|Slovakia|NCT00113776
2546|Spain|NCT00113776
2547|Switzerland|NCT00113776
2324|Spain|NCT00102739
2325|Sweden|NCT00102739
2326|Switzerland|NCT00102739
2327|Tunisia|NCT00102739
2328|Denmark|NCT00102739
2329|Estonia|NCT00102739
2330|France|NCT00102739
2331|Mexico|NCT00102739
2332|Ukraine|NCT00102739
2333|Brazil|NCT00102739
2334|Hungary|NCT00102739
2335|Italy|NCT00102739
2336|Turkey|NCT00102739
2337|United States|NCT00102830
2338|Bulgaria|NCT00102895
2339|Russian Federation|NCT00102895
2340|South Africa|NCT00102960
2341|Puerto Rico|NCT00102986
2342|Belgium|NCT00103168
2343|Italy|NCT00103168
2344|Netherlands|NCT00103168
2345|New Zealand|NCT00103168
2346|Poland|NCT00103168
2347|Singapore|NCT00103168
2348|Switzerland|NCT00103168
2349|United States|NCT00103233
2350|Netherlands|NCT00103285
2351|Puerto Rico|NCT00103285
2352|New Zealand|NCT00103506
2353|Italy|NCT00103506
2354|United States|NCT00103675
2355|United States|NCT00103714
2580|France|NCT00105157
2581|Germany|NCT00105157
2582|Italy|NCT00105157
2583|Malaysia|NCT00105157
2584|Mexico|NCT00105157
2585|Spain|NCT00105157
2586|Switzerland|NCT00105157
2587|United Kingdom|NCT00105157
2588|France|NCT00105326
2589|Poland|NCT00105326
2590|Romania|NCT00105326
2591|United States|NCT00105456
2592|United States|NCT00105729
2593|United States|NCT00105755
2594|United States|NCT00105807
2406|United States|NCT00106626
2407|United States|NCT00106704
2408|Australia|NCT00106704
2409|Austria|NCT00106704
2410|Canada|NCT00106704
2411|Costa Rica|NCT00106704
2412|Czech Republic|NCT00106704
2413|Denmark|NCT00106704
2414|France|NCT00106704
2415|Guatemala|NCT00106704
2416|Hong Kong|NCT00106704
2417|Israel|NCT00106704
2418|Italy|NCT00106704
2419|Korea, Republic of|NCT00106704
2420|Mexico|NCT00106704
2421|Norway|NCT00106704
2422|Peru|NCT00106704
2423|Philippines|NCT00106704
2424|Portugal|NCT00106704
2425|Spain|NCT00106704
2426|Sweden|NCT00106704
2427|Taiwan|NCT00106704
2428|Thailand|NCT00106704
2429|United States|NCT00106756
2430|New Zealand|NCT00107198
2431|Puerto Rico|NCT00107198
2432|United States|NCT00107263
2433|Puerto Rico|NCT00107263
2434|United States|NCT00107341
2435|Netherlands|NCT00107471
2436|New Zealand|NCT00107471
2437|Puerto Rico|NCT00107471
2438|Puerto Rico|NCT00107549
2439|Puerto Rico|NCT00107653
2440|United States|NCT00107887
2441|United States|NCT00107991
2442|United States|NCT00108017
2443|Canada|NCT00108082
2444|Argentina|NCT00108082
2445|Chile|NCT00108095
2446|Belgium|NCT00108433
2447|Greece|NCT00108433
2448|Guatemala|NCT00108433
2449|Panama|NCT00108433
2450|Portugal|NCT00108433
2451|Germany|NCT00108433
2452|Peru|NCT00108433
2453|Singapore|NCT00108433
2454|Portugal|NCT00108823
2455|Congo|NCT00108862
2456|Finland|NCT00108914
2457|Italy|NCT00108914
2458|Slovakia|NCT00108914
2459|Bulgaria|NCT00108914
2460|South Africa|NCT00108914
2461|China|NCT00108953
2462|United States|NCT00109031
2463|United States|NCT00109109
2464|United States|NCT00109343
2465|Former Serbia and Montenegro|NCT00109408
2466|Croatia|NCT00109408
2467|United States|NCT00109538
2468|Austria|NCT00109538
2469|Canada|NCT00109538
2470|Colombia|NCT00109538
