RSLTS_BASELINE_ID|NCT_ID|POPULATION
5165|NCT01139762|
5166|NCT01139814|
5167|NCT01140048|
5168|NCT01140295|
5169|NCT01140477|
5170|NCT01140646|
5171|NCT01140815|Preoperative osteoarthritis of the knee in medial and patellofemoral joints. BMI less than or equal to 35, Age less than or equal to 65. No previous knee surgery.
4997|NCT01043185|
4998|NCT01043393|
4999|NCT01043523|
5000|NCT01043926|Baseline characteristics were only presented for participants in Part I of the study (N=16). No participants were enrolled in Part II of the study.
5001|NCT01043939|
5002|NCT01044056|
5003|NCT01044264|
5004|NCT01044459|
5005|NCT01235728|
5006|NCT01235741|Baseline for all participants (213) was baseline at enrollment (Day 1 of Lead-in period); baseline for participants who were randomized to treatment before study was terminated was Day 1 of randomization (last measurement before first dose of assigned drug).
5007|NCT01235897|all subjects receiving study treatment were included in study analysis
3636|NCT00464087|
3637|NCT00464204|
3638|NCT00464308|
3639|NCT00464334|
3640|NCT00464438|
3641|NCT00464542|
3642|NCT00464646|
3643|NCT00464672|
3644|NCT00464685|
3645|NCT00464737|
3646|NCT00464945|
3647|NCT00465088|
3648|NCT00465361|
3649|NCT00465530|
4151|NCT00482625|
4152|NCT00482703|
4153|NCT00482729|
4154|NCT00482911|
4155|NCT00483002|
4156|NCT00483041|
4157|NCT00483184|
4158|NCT00483262|
4159|NCT00483379|
4611|NCT01222533|
4612|NCT01222572|
4613|NCT01222585|
4614|NCT01223469|
4615|NCT01223703|
4616|NCT01224015|
4617|NCT01224171|The Overall Intent-to-treat (ITT) Population consisted of all randomized participants who received any amount of blinded study drug.
4618|NCT01224431|
4619|NCT01224626|
4620|NCT01224782|
4621|NCT01224821|
4622|NCT01225029|
4623|NCT01225068|
4624|NCT01225289|
4625|NCT01225354|
4626|NCT01225822|
4627|NCT01225835|Safety
5172|NCT01140867|
5173|NCT01140880|170 participants enrolled.  30 participants in the Yoked Contingency Management arm were involved in a protocol violation that rendered their data unusable.  An additional 14 participants from each arm were either withdrawn, died (n = 1, not study related), or were lost to follow-up.  Thus, baseline N = 140 (70/70), and follow-up N = 112 (56/56).
3726|NCT00436826|
3727|NCT00436852|The protocol-specified definition of evaluability was applied.   This was not an intention-to-treat analysis because patients who did not receive study drug were excluded (inevaluable).
3728|NCT00436904|
3729|NCT00436917|
3730|NCT00436956|The cohorts are grouped together because the second cohort added prednisone to minimize toxicity/side effects.
3731|NCT00436969|The number of partipants analyzed were all 270 subjects that received treatment (87 control, 183 investigational).
3732|NCT00437073|
3733|NCT00437125|
3734|NCT00437203|
3735|NCT00437281|
3736|NCT00437398|
3737|NCT00437489|
3738|NCT00437645|
3739|NCT00437983|
3740|NCT00438204|
3741|NCT00438360|
3742|NCT00438399|
3743|NCT00438451|
3744|NCT00438490|
3745|NCT00438672|
3746|NCT00438750|
3747|NCT00438815|
3650|NCT00465647|
3651|NCT00465738|
3652|NCT00465816|
3653|NCT00465894|
3654|NCT00465972|
3655|NCT00465985|
3656|NCT00466167|
3657|NCT00466193|
3658|NCT00466206|
3659|NCT00466310|
3660|NCT00466505|
3661|NCT00466687|
3662|NCT00466817|
3663|NCT00466947|
3664|NCT00467259|
3665|NCT00467363|All women who consented and underwent randomization were included in baseline analyses.
4104|NCT00527943|
4105|NCT00527982|
4106|NCT00528021|
4107|NCT00528112|
4108|NCT00528372|Participants with  hemoglobin AIc (HbA1c) concentration ≥7% and ≤10% at enrollment (Group 1) and those with a concentration of HbA1c ≥10.1% and ≤12% at enrollment (Group 2) who received at least 1 dose of study medication.
4109|NCT00528411|
4110|NCT00528424|
4111|NCT00528528|
4112|NCT00528541|
4628|NCT01225926|
4629|NCT01225952|
4630|NCT01225991|
4631|NCT01226043|Baseline characteristics provided for the population randomized for the first phase of the study: crossover phase.
4632|NCT01226095|
4633|NCT01226121|
4634|NCT01226420|
4635|NCT01226459|Intent to Treat (ITT) population defined as all participants randomly assigned to a treatment group who received dispensed investigational product.
4636|NCT01226511|All randomized participants, excluding 9 participants from 1 site with major quality issues.
4637|NCT01227018|
4638|NCT01227395|
5063|NCT01149434|
5064|NCT01149460|
5065|NCT01149473|
5066|NCT01149486|
5067|NCT01149733|
5068|NCT01149785|
5069|NCT01149863|
5070|NCT01150097|
5071|NCT01150461|
5072|NCT01150500|
5073|NCT00927992|
5074|NCT00928057|
5075|NCT00928070|
5076|NCT00928304|All Down Syndrome subjects and healthy volunteers enrolled into the study were included in the Baseline Analysis Population
3748|NCT00438854|
3749|NCT00438880|All participants accrued to this study were analyzed for baseline characteristics
3750|NCT00438932|
3751|NCT00438971|
3752|NCT00439140|
3753|NCT00439179|participant number correlates to all enrolled patients treated on this study as a whole which is the way in which the abstract was written and therefore how these results are entered
4190|NCT00486434|
4191|NCT00486525|
4192|NCT00486720|
4193|NCT00486759|
4194|NCT00486811|
4195|NCT00486837|
4196|NCT00486863|
4197|NCT00486902|
4198|NCT00486954|
4199|NCT00487084|
4200|NCT00487162|males and females between the ages of 18 and 89. No analysis was done as the study was terminated due to patient safety concerns.
4201|NCT00487188|
4202|NCT00487240|
4203|NCT00487279|
4204|NCT00487396|
4205|NCT00487435|
4206|NCT00487539|
4207|NCT00487552|
4208|NCT00487565|
4113|NCT00528567|
4114|NCT00528606|
4115|NCT00528645|
4116|NCT00528775|All treated and eligible patients
4117|NCT00528788|
4118|NCT00528801|
4119|NCT00528840|
4120|NCT00528879|All randomized participants who received at least 1 dose of study medication
4121|NCT00528931|
4122|NCT00528957|
4123|NCT00529035|
4124|NCT00529087|
4125|NCT00529100|All participants who received study drug in Phase 1, Phase 1 and 2, or Phase 2.
4126|NCT00529126|
4127|NCT00529152|
4128|NCT00479466|
4129|NCT00479713|
4130|NCT00479765|Four subjects were dosed with 5% Oncogel prior to study termination.
4131|NCT00479856|
4583|NCT01169519|Overall 21 subjects were enrolled and all subjects received a baseline assessment followed by sildenafil administration.
4584|NCT01169610|
4585|NCT01169675|Treated Set includes all randomized patients that received Afatinib or Pemetrexed
4586|NCT01170091|Safety Analysis Set
4587|NCT01170208|
4588|NCT01170221|All randomized participants
5077|NCT00928395|
5078|NCT00928408|
5079|NCT00928421|all patients treated with polidocanol injectable foam 0.125%
5080|NCT00928668|
5081|NCT00928694|
5082|NCT00928720|
5083|NCT00928746|Patients who were entered into this study and documented to have taken at least one dose of study medication (treated set).
5084|NCT00928889|
5085|NCT00929071|
5086|NCT00929110|
5087|NCT00929162|
5088|NCT00929201|
5089|NCT00929305|
5090|NCT00929331|
5091|NCT00929357|
3696|NCT00434252|
3697|NCT00434278|
3698|NCT00434304|
3699|NCT00434330|
3700|NCT00434356|
3701|NCT00434434|
3702|NCT00434590|
3703|NCT00434642|
3704|NCT00434759|
3705|NCT00434876|
3706|NCT00434954|
4209|NCT00487578|
4210|NCT00487669|
4211|NCT00487695|
4212|NCT00487721|Since this was a pilot study, the number of patients was selected based on the feasibility of accrual and support, rather than statistical calculations. The results of this study will be considered in the planning of future trials with silibinin.
4213|NCT00487825|
4214|NCT00487942|
4215|NCT00487981|
4216|NCT00488059|
4217|NCT00488319|
4218|NCT00488345|
4666|NCT01127763|
4667|NCT01128114|
4668|NCT01128153|
4669|NCT01128179|The Safety Analysis Set was defined as all randomized subjects who received at least 1 dose of investigational product.  This population was used in all safety reporting.
4670|NCT01128270|Withdrawals before their treatment was to begin, as all were scheduled to participate in all 4 participate.
4671|NCT01128400|Three groups of obese subjects (body mass index [BMI] >30 kg/m2) participated in this study. The three groups were matched on age, because there is a generic decline in taste perception with age.
4672|NCT01128426|Analysis population included participants who started vaccination with 13vPnC within the first 6 months of life, were members of KPNC and received at least 1 dose of 13vPnC vaccine during the study observation period.
4673|NCT01128543|
4674|NCT01128569|
4675|NCT01128595|
4676|NCT01128738|
4677|NCT01128894|
4678|NCT01128946|
4589|NCT01170533|
4590|NCT01170546|
4591|NCT01170598|
4592|NCT01170663|All randomized participants.
4593|NCT01170884|
4594|NCT01171612|20 patienet were not taking previous antiplatelet agents
4595|NCT01171677|
4596|NCT01171820|
4597|NCT01171963|
4598|NCT01171976|The Randomized Set comprised all randomized patients, ie those given a randomization number.
4599|NCT01172145|
4600|NCT01172184|
4601|NCT01220869|The number of baseline participants is identical to the number of patients exposed to degarelix.
4602|NCT01221090|
4603|NCT01221272|Safety Analysis Set
4604|NCT01221285|
4605|NCT01221350|Patients with asthma from the occidental region of Mexico
4606|NCT01221727|
4607|NCT01222195|
4608|NCT01222286|
4609|NCT01222507|
4610|NCT01222520|
5233|NCT00961051|
5234|NCT00961116|
5235|NCT00961181|
3707|NCT00434967|
3708|NCT00434993|All randomized patients were analyzed.
3709|NCT00435019|
3710|NCT00435045|
3711|NCT00435162|
3712|NCT00435370|
3713|NCT00435409|
3714|NCT00435487|
3715|NCT00435539|
3716|NCT00435591|
3717|NCT00435825|Baseline Measures are based on participants from the Intent-to-treat population who received study drug.
3718|NCT00436007|
3719|NCT00436046|
3720|NCT00436345|
3721|NCT00436553|
3722|NCT00436566|
3723|NCT00436605|
3724|NCT00436618|
3725|NCT00436644|
4160|NCT00483496|
4161|NCT00483548|
4162|NCT00483574|
4163|NCT00483652|
4164|NCT00483704|
4165|NCT00483756|
4166|NCT00484159|
4679|NCT01128972|
4680|NCT01129102|Baseline analysis population was carried out based on FAS data set. 110, 50 and 55 pts were assigned to NPC-01, IKH-01 and placebo, respectively, and administered study drug 108, 47 and 54 pts. Safety and FAS analysis was carried out on 107, 47 and 54 pts/105, 47 and 54 pts due to 1 and 2 pts of NPC-01 have no available data respectively.
4681|NCT01129128|
4682|NCT01129245|healthy reproductive-aged women with regular cycles, not currently using or needing hormonal contraception
4683|NCT01129284|
4684|NCT01129336|
4685|NCT01129531|
4686|NCT01129557|
4687|NCT01129583|
4688|NCT01129622|
4689|NCT01129765|
4690|NCT01172353|
5008|NCT01235923|
5009|NCT01236001|The Safety Set (SS) consists of all enrolled subjects who received at least one dose of VIMPAT® (before or during the study).
The SS was used to analyze demographic data and baseline characteristics.
5010|NCT01236053|
5011|NCT01236105|
5012|NCT01236339|Patients who have cirrhosis of the liver with portal hypertension and difficult to treat ascites
5013|NCT01236378|
5014|NCT01237080|
5015|NCT01237197|
5016|NCT01237223|
5017|NCT01237301|
5018|NCT01237327|
5019|NCT01237340|
6458|NCT00531206|
6459|NCT00531427|
6460|NCT00531453|
6897|NCT00576823|
6898|NCT00576901|Intent-to-treat (ITT) population. The ITT population included all enrolled participants.
6899|NCT00576927|Subjects entered a clinical assessment phase (CAP) after consent, which eliminated 36 subjects. Then 43 subjects entered baseline which excluded 13 subjects. 30 subjects started sleep hygiene intervention, but only 23 subjects completed. 1 more subject withdrew during placebo. Then 22 started drug and those 22 completed randomization.
6900|NCT00577096|
6901|NCT00577122|
6902|NCT00577135|
6903|NCT00577356|
6904|NCT00577395|
6905|NCT00577460|Treated Set, all patients dispensed study drug and documented to have taken at least one dose
6906|NCT00577473|
6907|NCT00577512|
6908|NCT00577629|
6909|NCT00577655|
6910|NCT00577720|
6911|NCT00577772|
6912|NCT00577824|
6913|NCT00577863|
6914|NCT00577889|One patient in Arm I canceled prior to treatment and was not used in baseline summary.
6915|NCT00578071|
6916|NCT00578136|
6917|NCT00578175|
6069|NCT01077050|All study eligible skin lesion(s) were examined with the investigational device, photographed and removed by an excisional biopsy.
6070|NCT01077063|subjects with malignant ascites
6071|NCT01077076|
6072|NCT01077128|
6489|NCT00545753|
6490|NCT00545766|
6491|NCT00545792|Modified intention to treat (ITT), i.e., include all subjects that received and completed treatment.
6492|NCT00545844|
6493|NCT00545948|One patient in each of the vinorelbine and pemetrexed arms did not undergo protocol-based treatment, resulting in 22 total patients who were treated with either vinorelbine or pemetrexed. These two enrolled patients who were not administered treatment were added to the 7 original screen failures.
6494|NCT00545974|
6495|NCT00546000|
6496|NCT00546052|
6497|NCT00546078|
6498|NCT00546104|
6499|NCT00546117|
6500|NCT00546156|
6501|NCT00546260|
6502|NCT00546273|
6503|NCT00546351|
6504|NCT00546364|
6505|NCT00546429|
6506|NCT00546572|
6507|NCT00546637|
6508|NCT00546728|
5707|NCT01143324|The original CIP planned the enrollment of approximately 200 patients (min 150 and max 250 pts). In total 255 patients were enrolled. Three  patients were not submitted to a minimally invasive MAST fusion procedure and therefore excluded from further analysis. The total MAST population analysed at baseline  consists of 252 patients.
5708|NCT01143610|
6100|NCT01090323|
6101|NCT01090453|
6102|NCT01090479|
6103|NCT01090752|
6104|NCT01090973|
6105|NCT01091116|
6106|NCT01091155|
6107|NCT01091246|
6108|NCT01091519|
6109|NCT01092338|
6110|NCT01106040|Of the 163 participants who enrolled in the trial, 153 were administered the study agent, Lymphoseek, and therefore this participant number is used for the baseline analysis.
6111|NCT01106248|
6112|NCT01106287|
6113|NCT01106326|
6114|NCT01106391|
6115|NCT01106404|
6116|NCT01106430|Safety Population was used for baseline characteristics (n = 262).  Defined as all subjects who were randomized and who had taken at least 1 dose of investigational product.  Five randomized subjects did not take any investigational product.
6117|NCT01106586|
6118|NCT01106625|
6119|NCT01106651|
6120|NCT01106677|
6121|NCT01106690|
5319|NCT01194414|
4445|NCT01125566|Treated Set :The treated set included all randomised patients who were documented to have taken at least 1 dose of study medication (One centre was excluded from analysis due to serious non-compliance, thus data from 5 patients in AV arm and 1 patient in TV arm were excluded)
4446|NCT01125605|
4447|NCT01125722|
4448|NCT01125813|
4449|NCT01125917|
4450|NCT01125930|
4451|NCT01165281|
4452|NCT01165320|
4453|NCT01165424|
4454|NCT01165541|Entire study population
4455|NCT01165554|
4456|NCT01165684|
4457|NCT01165996|
4458|NCT01166126|All baseline participants
4459|NCT01166178|
4460|NCT01166230|
4461|NCT01166750|
4462|NCT01166763|
4463|NCT01166958|
4464|NCT01166971|
4465|NCT01167023|
4466|NCT01167140|
4467|NCT01167153|
4468|NCT01167257|
6918|NCT00578214|
6919|NCT00578227|
6920|NCT00578279|
6921|NCT00578318|
6922|NCT00578331|
6923|NCT00578383|Enrolled participants are excluded from statistical results if they had baseline Hamilton Depression Rating scores under 17 or co-morbid disorders.
5597|NCT01265394|This is the number of participants that completed.
5598|NCT01265446|
5599|NCT01265459|
5600|NCT01265524|
5601|NCT01265615|
5602|NCT01265823|
5603|NCT01265966|
5604|NCT01265992|Full analysis set, defined as all included participants who received at least 1 dose of paricalcitol capsules.
5605|NCT01266148|
5606|NCT01266824|
5607|NCT01266967|
5608|NCT01267136|
5609|NCT01267175|
5610|NCT01267201|
5611|NCT01153347|
5612|NCT01153503|
5613|NCT01153620|
5614|NCT01153633|
5615|NCT01153685|
6509|NCT00546754|
6510|NCT00546819|
6511|NCT00546871|
6512|NCT00546910|
6513|NCT00547157|
6514|NCT00547365|Patients with cardiac-dominant AL amyloidosis, as determined from standard clinical tests (IVS, BNP),were entered on study.
6515|NCT00547521|
6516|NCT00547534|
6952|NCT00580723|
6953|NCT00580801|
6954|NCT00580840|
6955|NCT00581061|
6956|NCT00581100|
6957|NCT00581113|
6958|NCT00581308|
6959|NCT00581347|
6960|NCT00581386|
6961|NCT00581399|
6962|NCT00581529|34 for patients were enrolled and treated.  2 patients were excluded from all analysis due to fair baseline cosmesis.  2 additional patients underweant mastectomies and were therefore excluded from analysis (comsesis could not be assessed at 5 years).  30 patients were analyzed.
6963|NCT00581555|
6964|NCT00581581|
6965|NCT00581776|
6966|NCT00581828|
6967|NCT00581854|
6968|NCT00581945|
6122|NCT01106859|
6123|NCT01106950|
6124|NCT01107197|Principal analysis were conducted according to the intention-to-treat (ITT) principle. ITT analyses were based on 157 patients. All patients who have been assessed at baseline and at least at 4 weeks will be included in the ITT population.
6125|NCT01107353|Normal healthy volunteers
6126|NCT01107379|
6547|NCT00590161|
6548|NCT00590226|
6549|NCT00590317|
6550|NCT00590369|
6551|NCT00590460|
6552|NCT00590538|
6553|NCT00590577|
6554|NCT00590590|
6555|NCT00590720|
6556|NCT00590759|
6557|NCT00510653|
6558|NCT00510692|The baseline characteristics are presented for the full analysis set which constitutes 55 of the 58 randomised subjects.  The full analysis set includes all subjects who were randomised into the study, took at least one dose of study medication provided both at baseline and at least one treatment measurement for efficacy.
6559|NCT00510783|
6560|NCT00510809|
6561|NCT00510874|
6562|NCT00510887|All patients who were consented are included in the baseline analysis population.
6563|NCT00510952|
6564|NCT00511108|
6565|NCT00511134|
4469|NCT01167426|
4470|NCT01167504|Volunteers were required to donate saliva for ex-vivo study, as described in protocol. A pool of 12 volunteers was maintained. 3 further volunteers had to be recruited following 3 losses due to personal reasons, i.e. not connected with study.
4471|NCT01167582|Randomized patients
4472|NCT01167608|
4874|NCT01179347|
4875|NCT01179399|
4876|NCT01179490|
4877|NCT01179516|
4878|NCT01179672|All randomized participants.
4879|NCT01179737|an end of study evaluation was only available for 14 of these patients
4880|NCT01180244|
4881|NCT01180296|
4882|NCT01180400|
4883|NCT01180660|
4884|NCT01180777|
4885|NCT01180790|The intent-to-treat (ITT) population, which was defined as all subjects randomized and treated with at least one dose of ACH 0141625 or Placebo.  Subjects were analyzed according to the randomized treatment.
4886|NCT01180985|
4887|NCT01180998|Baseline characteristics are of those subjects that met the inclusion/ exclusion criteria and are enrolled and randomized to a study arm.
4888|NCT01181011|
4889|NCT01181050|
4890|NCT01181128|
4891|NCT01181323|All enrolled subjects are included in the baseline analysis population.
4892|NCT01181349|
4893|NCT01181492|
5616|NCT01153698|
5617|NCT01153711|
5618|NCT01153724|
5619|NCT01153763|
5620|NCT01153815|
5621|NCT01153893|
5622|NCT01153958|
5623|NCT01153971|Intent-to-Treat (ITT) population: all enrolled participants who completed at least 2 cycles of treatment.
5624|NCT01154036|
5625|NCT01154127|
6017|NCT01248884|
6018|NCT01249092|
6019|NCT01249261|
6020|NCT01249651|
6021|NCT01249664|
6022|NCT01249872|
6023|NCT01250002|
6024|NCT01250054|
6025|NCT01250145|
6026|NCT01250171|
6027|NCT01250418|
6028|NCT01250509|
6029|NCT01250717|
6030|NCT01250730|
6031|NCT01250756|
6032|NCT01250769|
6969|NCT00581971|
6970|NCT00582036|
6971|NCT00582309|
6972|NCT00582361|
6973|NCT00582426|
6974|NCT00582491|
6975|NCT00582517|
6976|NCT00582556|
6977|NCT00582660|
6978|NCT00582738|
6979|NCT00582790|
6980|NCT00582894|
5656|NCT01030952|
5657|NCT01030965|
5658|NCT01031004|
5659|NCT01031095|
5660|NCT01031446|
5661|NCT01031498|
5662|NCT01031550|
5663|NCT01031628|
5664|NCT01031680|Full Analysis Set defined as all randomized participants (as randomized) who received at least one dose of double-blind study medication, who have a non-missing baseline value and at least one post-baseline efficacy value for at least one efficacy variable during double-blind treatment period.
5665|NCT01031706|Number of subjects passing screening
5666|NCT01002482|Among the 2684 randomized patients, 1351 were assigned to tight computerized glucose control and 1333 to conventional glucose control. Thirty six patients were discarded from any analysis, 35 because they withdrew consent and 1 because he/she was included twice. Baseline analysis was performed only for the 2648 included and not discarded patients.
5667|NCT01002989|
6566|NCT00511173|
6567|NCT00511199|
6568|NCT00511238|Safety population: The safety population consists of all enrolled patients who received at least 1 dose of carfilzomib.
6569|NCT00511342|
6570|NCT00511355|
6571|NCT00511433|
6572|NCT00511472|
6573|NCT00511667|
6574|NCT00511706|
5263|NCT00938457|
5264|NCT00938548|
5265|NCT00938639|
5266|NCT00938704|
5267|NCT00938717|
5268|NCT00938860|Intent-to-Treat (ITT) population:
The ITT population consisted of all randomized patients.
5269|NCT00939003|Full analysis set, defined as all participants who received at least one dose of blinded study drug excluding seven participants from one site due to investigator non-compliance.
5270|NCT00939029|Intention to treat analysis
5271|NCT00939055|A total of 112 patients entered the study. 73 patients were randomized to the treatment study arm while 39 patients were randomized to the control study arm. 4 patients discontinued participation prior to receiving the study procedure. Therefore, 108 patients were eligible for follow-up.
5272|NCT00939094|
5273|NCT00939107|
5274|NCT00939185|
5275|NCT00939211|
5276|NCT00939341|
5277|NCT00939367|
4894|NCT01181531|
4895|NCT01234870|All 40 patients were successfully scanned per the imaging protocol and all images collected were of diagnostic quality and successfully processed.  Age, gender, race, ethnicity and BMI were collected on all 40 patients and all have been included in the analyses.
4896|NCT01234883|The ITT population was all subjects who were randomized to receive study treatment. Baseline characteristics include data from participants in the ITT population.
4897|NCT01235195|
4898|NCT01235338|
4899|NCT01235403|
3517|NCT00442559|
3518|NCT00442689|
3519|NCT00442702|
3520|NCT00442897|
3521|NCT00442936|
3522|NCT00442962|
3523|NCT00443040|
3524|NCT00443053|
3525|NCT00443209|Baseline Analyis Population consisted of All Treated Participants.
3526|NCT00443352|
3527|NCT00443430|2 patients were ineligible
3528|NCT00443456|
3529|NCT00443534|
3530|NCT00443560|
3531|NCT00443599|
3532|NCT00443651|
3533|NCT00443703|
3534|NCT00443729|
6033|NCT01250899|HIV-infected men and women with HIV-1 RNA <200 copies/mL on stable ART and daily vitamin D <400IU were enrolled
6034|NCT01251042|
6035|NCT01251146|
6036|NCT01251315|
6037|NCT01251770|
6038|NCT01251952|
6039|NCT01252095|
6040|NCT01252134|
6041|NCT01252147|
6042|NCT01252238|
6043|NCT01075204|
6044|NCT01088399|
6045|NCT01088438|
6461|NCT00531479|
6462|NCT00531661|
6463|NCT00531817|
6464|NCT00531843|
6465|NCT00531934|Intent-to-Treat population (ITT): all randomized participants who received at least
1 dose of erlotinib.
6466|NCT00531947|
6467|NCT00532155|
6468|NCT00532259|
6469|NCT00532298|
6470|NCT00532493|PTSD clinicians ascertain interest and eligibility among their patients with nightmare. Informed consent obtained; screening assessments to determine eligibility
6471|NCT00532883|
6472|NCT00532935|
5668|NCT01003080|
5669|NCT01003184|
5670|NCT01003210|Children 6 months - 11 years old diagnosed with acute otitis media and managed with a delayed antibiotic treatment approach
5671|NCT01003275|
5672|NCT01003301|
5673|NCT01003886|
5674|NCT01003899|Treated Set (TS) consists of all patients treated with at least one dose of study drug.
5675|NCT01003938|
5676|NCT01004146|
5677|NCT01004159|All treated and eligible patients
5678|NCT01004185|
5679|NCT01004250|Intent To Treat population who receive at least 1 dose of study drug.
5680|NCT01004263|
5681|NCT01004354|
6073|NCT01077193|Intent-to-Treat Population: All subjects who underwent the gastric plication surgery.
6074|NCT01077258|
6075|NCT01077271|
6076|NCT01087788|409 subjects are included in Randomized Set (RS) shown in Baseline Characteristics, which is an Intention-to-Treat (ITT) dataset.
6077|NCT01087801|
6078|NCT01087814|
6079|NCT01087905|Baseline sample=987 adult smokers (at least 18 years of age) who called the Wisconsin Tobacco Quit Line (WTQL) from April 1, 2010 to June 15, 2010.
6080|NCT01087918|
6081|NCT01087957|
6082|NCT01087970|All enrolled participants who received at least 1 dose of study drug.
5278|NCT00939471|
5279|NCT00939510|
5280|NCT00939536|
5281|NCT01140906|
5282|NCT01141205|
5283|NCT01141283|
5284|NCT01141374|
5285|NCT01141595|
5286|NCT01141660|
5287|NCT01142115|
5288|NCT01142128|
5289|NCT01142193|
5290|NCT01142323|
5709|NCT01143714|
5710|NCT01143727|
5711|NCT01143766|
5712|NCT01143792|The number of participants in each group varies because the urn randomization program didn't balance the groups equally.
5713|NCT01143818|
5714|NCT01143883|
5715|NCT01144026|
5716|NCT01144052|
5717|NCT01144286|
5718|NCT01144299|
5719|NCT01144416|
5720|NCT01144442|
5721|NCT01144598|
3535|NCT00443755|The baseline characteristics are reported for the subjects who completed the study.
3536|NCT00443781|
3537|NCT00443820|
3538|NCT00443898|
3539|NCT00444067|
3540|NCT00444106|
3541|NCT00444275|
3542|NCT00444457|
3543|NCT00444535|
3544|NCT00444600|
3545|NCT00444912|
3546|NCT00444925|
3988|NCT00471380|
3989|NCT00471497|Patients in the Full Analysis Set (FAS) were analyzed according to the treatment they were randomized to regardless of actual treatment received.
3990|NCT00471536|
3991|NCT00471705|
3992|NCT00471718|
3993|NCT00471822|
3994|NCT00472030|
3995|NCT00472056|
3996|NCT00472082|
3997|NCT00472199|
3998|NCT00472290|
3999|NCT00472303|Titration Phase:
Safety Analysis Set (N = 496) Full Analysis Set (N = 492)
Maintenance Phase:
Safety Analysis Set (N = 327) Full Analysis Set (N = 325)
Note:
One site was excluded from all analysis sets (efficacy and safety) due to GCP non-compliance. Thus 8 participants who were randomized and treated are not reported in the tables below.
6473|NCT00533273|
6474|NCT00533351|
6475|NCT00533507|
6476|NCT00533702|All enrolled participants who were treated with any quantity of study drug.
6477|NCT00533897|
6478|NCT00534092|
6479|NCT00534105|
6480|NCT00534209|
6481|NCT00534248|
6482|NCT00534313|
6483|NCT00534352|
6484|NCT00534417|
6485|NCT00545584|
6486|NCT00545623|A total of 15 patients did not start the intervention after enrollment, 1, 4, 6, and 4 patients in ACUP+RR, SHAM+RR, ACUP+EDU, and SHAM+EDU arms  respectively. As such there are a total of 115 patients with baseline data.
6487|NCT00545662|
6488|NCT00545740|
6924|NCT00578448|Participants treated with study drug after renal transplant.
6925|NCT00578461|A total of 26 patients were enrolled on the study and all of them received the conditioning treatment and the transplant.
6926|NCT00578539|A total of 24 patients were enrolled on the study and all of them received the conditioning treatment and the transplant.
6927|NCT00578552|
6928|NCT00578565|
6929|NCT00578617|
6930|NCT00578734|
6931|NCT00578786|
6083|NCT01088295|
6084|NCT01088529|
6085|NCT01088646|
6086|NCT01089023|All the participants who were administered treatment at each visit were considered during the analysis.
6087|NCT01089062|
6088|NCT01089127|
6089|NCT01089231|
6090|NCT01089517|
6091|NCT01089543|Per Protocol Set (PPS): was defined as those participants who complied with the study protocol. N= 338 participants were enrolled at study start. However, a total of 307 participants were included in PPS for efficacy evaluation.
6092|NCT01089556|
6093|NCT01089582|
6094|NCT01089751|
6095|NCT01090011|Treated set
6096|NCT01090050|
6097|NCT01090063|
6098|NCT01090076|
6099|NCT01090102|
6517|NCT00547638|
6518|NCT00547703|
6519|NCT00587678|
6520|NCT00587769|
6521|NCT00587834|
6522|NCT00587860|
6523|NCT00588146|
6524|NCT00588159|
5722|NCT01144624|
5723|NCT01144949|
5724|NCT01145053|
5725|NCT01145352|
5726|NCT01145391|
5727|NCT01145417|
5728|NCT01145495|
5729|NCT01145508|All randomized patients are included in this analysis.
5730|NCT01145560|
5731|NCT01145625|Intent to Treat (ITT) population defined as all participants randomly assigned to a treatment group who received dispensed investigational product.
5732|NCT01145755|
5733|NCT01154634|
5734|NCT01155024|
5735|NCT01155063|
5736|NCT01155141|
5737|NCT01155167|
6127|NCT01107392|
6128|NCT01107405|
6129|NCT01107535|
6130|NCT01107743|
6131|NCT01107886|
6132|NCT01107899|
6133|NCT01107912|
6134|NCT01107925|
6135|NCT01108185|
6136|NCT01108237|
4000|NCT00472576|
4001|NCT00472797|
4002|NCT00472849|
4003|NCT00473330|The Baseline Characteristics of the patients enrolled in the open-label extension phase (N=88, 83, 84 patients originally randomized to the ranibizumab 0.3 mg, ranibizumab 0.5 mg, and sham injection groups, respectively) were similar to the Baseline Characteristics of the patients enrolled in the core study.
4004|NCT00473382|The Baseline Characteristics of the patients enrolled in the open-label extension phase (N=88, 83, 84 patients originally randomized to the ranibizumab 0.3 mg, ranibizumab 0.5 mg, and sham injection groups, respectively) were similar to the Baseline Characteristics of the patients enrolled in the core study.
4005|NCT00473434|
4006|NCT00473512|
4007|NCT00473590|
4008|NCT00473642|
4009|NCT00473655|
4010|NCT00473746|
4011|NCT00473824|
4012|NCT00473876|
4013|NCT00473889|
4473|NCT01167829|
4474|NCT01167881|Full Analysis Set (FAS), All patients randomised, treated with at least one dose of study drug, and with a baseline HbA1c value.
4475|NCT01168427|
4476|NCT01168596|
4477|NCT01168687|
4478|NCT01168934|
4479|NCT01205646|
4480|NCT01205685|
4481|NCT01206101|
4482|NCT01206387|
6932|NCT00578812|
6933|NCT00578864|
6934|NCT00578903|
6935|NCT00578929|
6936|NCT00578942|Cohort of subjects who actually received at least 1 donor lymphocyte infusion (DLI).
